Default channel group,Data driven path attributed conversions,Conversions,Purchase revenue,Days to conversion,Touchpoints to conversion
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,82,12627.48833,2.182926829,7.341463415
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,81,0,11.48148148,12
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,81,0,33.4691358,16
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,81,943.999815,40.98765432,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,81,2199.996886,69.40740741,10
"[""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,81,4424.326609,56.22222222,5
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,81,7560.000832,39,20
"[""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,80,0,10.775,8
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video""]",NaN,80,0,41.9,7
"[""Email"",""Email"",""Email"",""Email"",""Paid Video""]",NaN,80,629.999211,33.7,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,80,2207.999512,11.4375,20
"[""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,80,4199.996799,19.55,6
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,80,4288.349281,38.175,5
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,79,0,13.29113924,17.01265823
"[""Paid Video"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,79,0,25.17721519,9
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,79,0,28.18987342,13
"[""Organic Video"",""Organic Video"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,79,299.99753,0.974683544,7
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,79,1574.995266,71,20
"[""Organic Video"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,79,1799.996214,26.37974684,11
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,79,3633.996846,41.11392405,21.40506329
"[""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video""]",NaN,79,4199.997915,76,6
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,78,0,22.17948718,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,78,0,46.44871795,7
"[""Paid Search"",""Unassigned"",""Unassigned"",""Paid Video""]",NaN,78,344.999574,88.17948718,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,78,4039.169801,46.25641026,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,78,5459.991578,40.97435897,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,78,13995.3797,3.987179487,20
"[""Cross-network"",""Display"",""Display"",""Cross-network""]",NaN,77,0,46.07792208,4
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,77,0,46.20779221,11
"[""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,77,2703.999173,49.4025974,9
"[""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral""]",NaN,77,4158.38751,6.532467532,5
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,77,11939.99088,26.76623377,13
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,76,0,26.98684211,7
"[""Display"",""Display"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,76,0,40.18421053,5
"[""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display""]",NaN,76,0,41.68421053,8
"[""Display"",""Cross-network"",""Paid Video""]",NaN,76,0,63.71052632,3
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,76,4139.997927,53.88157895,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,76,4487.287067,8.723684211,20
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,76,6689.997576,60.01315789,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,76,7103.999852,17,19
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,75,0,8.72,14.08
"[""Paid Video"",""Display"",""Display""]",NaN,75,0,16.13333333,3
"[""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video""]",NaN,75,0,34.21333333,6
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Video""]",NaN,75,0,38.16,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network""]",NaN,75,0,49.57333333,5
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,75,0,66,7
"[""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,75,1296.000137,53.90666667,8
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,75,4619.993274,0,10
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video"",""Paid Search""]",NaN,75,5879.99477,58,13
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,74,0,3.040540541,10
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,74,0,22.04054054,5
"[""Organic Video"",""Paid Search""]",NaN,74,0,23.60810811,2.054054054
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Display"",""Display"",""Cross-network""]",NaN,74,0,37,17
"[""Email"",""Email"",""Email"",""Email"",""Cross-network""]",NaN,74,299.999252,24.14864865,5
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,74,1099.99971,30.81081081,11
"[""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,74,1179.999008,27.54054054,6
"[""Cross-network"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Search""]",NaN,74,3149.995212,24,17
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,74,4415.998363,5.148648649,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,74,5256.994235,4.054054054,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network""]",NaN,74,6737.978245,40.41891892,20
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral""]",NaN,74,6897.973067,1.297297297,8
"[""Email"",""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,73,0,84.83561644,8
"[""Organic Video"",""Paid Video""]",NaN,73,299.999713,19.04109589,2
"[""Cross-network"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,73,499.998774,7.493150685,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Cross-network"",""Cross-network""]",NaN,73,839.998385,74,19
"[""Paid Video"",""Paid Search"",""Cross-network""]",NaN,73,1065.292228,33.12328767,3
"[""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,73,1679.99968,40.7260274,5
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,73,2310.000155,33,9
"[""Cross-network"",""Paid Video"",""Paid Video"",""Organic Video""]",NaN,72,0,45.65277778,4
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Video"",""Organic Search"",""Organic Search""]",NaN,72,650.998791,3.555555556,7
"[""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,72,1343.999443,52.84722222,5
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Video"",""Organic Search"",""Organic Search""]",NaN,72,2120.995026,73,16
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,72,2207.999514,20.25,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,72,2679.999368,45.95833333,9
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,72,3024.38884,17.23611111,11.45833333
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,72,4722.236933,43.97222222,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,72,5135.996661,11,20
"[""Paid Search"",""Display"",""Cross-network""]",NaN,72,5388.064828,55.19444444,3
"[""Paid Video"",""Display"",""Display"",""Display""]",NaN,71,0,16.70422535,4
"[""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,71,0,17.87323944,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,71,0,24.52112676,18
"[""Cross-network"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,71,0,34.6056338,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""SMS"",""SMS"",""Referral"",""Referral""]",NaN,71,0,35.3943662,14
"[""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video""]",NaN,71,0,41.35211268,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,71,179.999235,3.690140845,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,71,3299.997888,18.42253521,7
